"","event","tournament","gender","pts","division","win","judge_gender","round","year"
"32893","PF","mcgov",0,27,"N",0,0,"prelim",2018
"32903","PF","cfc",1,30,"N",0,0,"prelim",2019
"32913","PF","novice",1,NA,"N",0,0,"prelim",2020
"32933","PF","bell",0,27,"V",1,0,"prelim",2017
"32953","PF","harrisburg",1,27,"V",1,0,"prelim",2022
"32963","PF","yankton",1,27,"V",1,0,"prelim",2019
"32983","PF","yankton",0,26,"V",0,0,"prelim",2019
"32993","PF","silver",0,27,"N",0,0,"prelim",2019
"33003","PF","sweet",0,24,"N",0,0,"prelim",2015
"33015","PF","yankton",1,29,"N",0,1,"prelim",2020
"33023","PF","yankton",0,29,"N",1,1,"prelim",2020
"33033","PF","novice",1,28,"N",1,1,"prelim",2018
"33043","PF","yankton",NA,28,"N",1,1,"prelim",2020
"33053","PF","cfc",1,27,"N",0,0,"prelim",2016
"33063","PF","cfc",0,27,"N",0,0,"prelim",2016
"33073","PF","novice",0,26,"N",1,0,"prelim",2015
"33083","PF","silver",1,30,"JV",1,0,"prelim",2015
"33093","PF","silver",0,29,"JV",1,0,"prelim",2015
"33103","PF","yankton",1,21,"V",0,0,"prelim",2022
"33114","PF","yankton",NA,30,"N",1,0,"prelim",2020
"33123","PF","yankton",1,30,"N",1,0,"prelim",2020
"33133","PF","LINCOLN COUNTY QUARREL",0,27,NA,0,0,"prelim",2017
"33143","PF","yankton",1,28.5,"N",1,0,"prelim",2020
"33153","PF","yankton",1,27,"N",1,0,"prelim",2022
"33163","PF","yankton",1,28,"N",1,0,"prelim",2022
"33553","PF","novice",0,29,"N",0,1,"prelim",2021
"33563","PF","novice",1,28.5,"N",0,1,"prelim",2021
"33573","PF","harrisburg",1,29,"JV",1,1,"prelim",2022
"33583","PF","novice",1,29,"N",1,1,"prelim",2021
"33593","PF","novice",0,NA,"N",1,1,"prelim",2020
"33603","PF","harrisburg",1,29.9,"JV",1,1,"prelim",2022
"33615","PF","novice",1,30,"N",1,1,"prelim",2020
"33623","PF","novice",0,29,"N",1,1,"prelim",2021
"33633","PF","harrisburg",1,29,"JV",1,1,"prelim",2022
"33643","PF","novice",NA,NA,"N",1,1,"prelim",2021
"33653","PF","harrisburg",NA,NA,"V",0,0,"prelim",2020
"33663","PF","harrisburg",0,26,"N",1,0,"prelim",2020
"33673","PF","harrisburg",0,25,"N",1,0,"prelim",2020
"33683","PF","harrisburg",0,28,"JV",1,1,"prelim",2022
"33693","PF","mcgov",0,26,"JV",1,1,"prelim",2021
"33703","PF","harrisburg",0,27,"JV",0,1,"prelim",2022
"33733","PF","harrisburg",0,29,"V",1,1,"prelim",2022
"33743","PF","mcgov",1,25,"N",0,1,"prelim",2021
"33753","PF","mcgov",0,29,"JV",1,1,"prelim",2021
"33763","PF","bell",1,26,"N",0,1,"prelim",2015
"33783","PF","harrisburg",1,27,"JV",1,1,"prelim",2022
"33793","PF","bell",0,29,"JV",1,1,"prelim",2015
"33803","PF","harrisburg",1,29,"V",1,1,"prelim",2016
"33815","PF","mcgov",1,27,"N",1,1,"prelim",2021
"33823","PF","harrisburg",0,28,"N",1,1,"prelim",2021
"33833","PF","bell",1,27,"JV",0,1,"prelim",2015
"33843","PF","bell",0,27,"JV",0,1,"prelim",2017
"33853","PF","bell",1,27,"JV",0,1,"prelim",2015
"33863","PF","bell",0,30,"V",1,1,"prelim",2017
"33873","PF","bell",0,27,"N",0,1,"prelim",2017
"33883","PF","harrisburg",1,27,"N",0,1,"prelim",2016
"33893","PF","sweet",0,28,"V",0,1,"prelim",2015
"33903","PF","fiesta",0,30,"N",1,1,"prelim",2022
"33914","PF","harrisburg",1,27,"N",0,1,"prelim",2019
"33923","PF","bell",1,30,"JV",1,1,"prelim",2017
"33933","PF","sweet",0,26,"V",0,1,"prelim",2017
"33943","PF","harrisburg",1,30,"N",1,1,"prelim",2016
"33963","PF","sweet",1,27,"V",1,1,"prelim",2015
"33973","PF","sweet",1,26,"V",1,1,"prelim",2015
"33983","PF","harrisburg",0,26,"N",0,1,"prelim",2019
"33993","PF","sweet",0,28,"V",1,1,"prelim",2017
"34003","PF","fiesta",0,30,"V",1,1,"prelim",2022
"34023","PF","fiesta",1,30,"V",1,1,"prelim",2022
"34033","PF","bell",1,28,"V",1,1,"prelim",2017
"34043","PF","sweet",NA,28,"V",1,1,"prelim",2017
"34063","PF","sweet",1,29,"V",0,1,"prelim",2017
"34083","PF","sweet",1,28,"V",1,1,"prelim",2015
"34093","PF","sweet",1,28,"V",1,1,"prelim",2017
"34103","PF","harrisburg",1,28,"V",0,1,"prelim",2016
"34113","PF","silver",0,29,"JV",1,0,"prelim",2017
"34123","PF","cfc",0,28,"N",1,0,"prelim",2016
"34163","PF","cfc",1,25,"N",0,0,"prelim",2016
"34193","PF","sweet",1,25,"N",1,0,"prelim",2019
"34223","PF","cfc",NA,29,"N",1,0,"prelim",2016
"34243","PF","cfc",1,26,"N",0,0,"prelim",2016
"34253","PF","sweet",1,25,"N",1,0,"prelim",2019
"34273","PF","novice",0,28.3,"N",0,0,"prelim",2019
"34283","PF","novice",NA,29.2,"N",1,0,"prelim",2019
"34293","PF","silver",0,29,"N",1,0,"prelim",2020
"34303","PF","sweet",0,29.4,"N",0,0,"prelim",2019
"34313","PF","silver",1,29,"N",0,0,"prelim",2020
"34323","PF","harrisburg",1,28.4,"N",0,0,"prelim",2021
"34333","PF","novice",0,28.8,"N",0,0,"prelim",2019
"34343","PF","sweet",NA,29.9,"N",1,0,"prelim",2019
"34353","PF","novice",1,28,"N",1,0,"prelim",2019
"34363","PF","sweet",0,29.7,"N",1,0,"prelim",2019
"34373","PF","novice",0,29.7,"N",1,0,"prelim",2019
"34383","PF","silver",1,29,"N",0,0,"prelim",2020
"34393","PF","sweet",1,29.4,"N",1,0,"prelim",2019
"34403","PF","novice",0,26,"N",0,1,"prelim",2019
"34413","PF","novice",1,29,"N",1,1,"prelim",2019
"34423","PF","novice",0,27,"N",0,1,"prelim",2019
"34433","PF","novice",1,27,"N",1,1,"prelim",2019
"34443","PF","sweet",0,29,"N",0,1,"prelim",2019
"34453","PF","novice",1,28,"N",0,1,"prelim",2019
"34463","PF","harrisburg",1,30,"N",1,1,"prelim",2020
"34473","PF","novice",0,30,"N",0,1,"prelim",2019
"34483","PF","sweet",0,28,"N",1,1,"prelim",2019
"34493","PF","sweet",0,30,"N",1,1,"prelim",2019
"34503","PF","harrisburg",1,30,"N",1,1,"prelim",2020
"34513","PF","novice",NA,30,"N",0,1,"prelim",2019
"34523","PF","novice",0,29,"N",0,1,"prelim",2019
"34533","PF","novice",1,NA,"N",0,1,"prelim",2019
"34543","PF","novice",1,30,"N",1,1,"prelim",2019
"34553","PF","sweet",1,29,"N",0,1,"prelim",2019
"34563","PF","novice",0,30,"N",1,1,"prelim",2019
"34573","PF","novice",1,29,"N",0,1,"prelim",2019
"34583","PF","novice",0,28,"N",0,1,"prelim",2019
"34593","PF","harrisburg",0,27,"N",1,1,"prelim",2020
"34603","PF","harrisburg",0,25,"N",0,0,"prelim",2016
"34615","PF","sweet",0,28,"V",0,0,"prelim",2015
"34623","PF","sweet",0,27,"V",1,0,"prelim",2015
"34633","PF","sweet",1,29.7,"V",0,0,"prelim",2015
"34643","PF","sweet",1,29.1,"V",1,0,"prelim",2015
"34653","PF","harrisburg",1,29,"V",0,0,"prelim",2016
"34663","PF","harrisburg",0,29.8,"V",0,0,"prelim",2022
"34673","PF","cfc",0,26,"V",0,0,"prelim",2016
"34683","PF","mcgov",1,NA,"N",1,0,"prelim",2018
"34693","PF","silver",0,26,"V",0,0,"prelim",2022
"34703","PF","cfc",0,27,"V",0,0,"prelim",2016
"34715","PF","harrisburg",0,28,"V",0,0,"prelim",2020
"34723","PF","cfc",1,29,"V",1,0,"prelim",2019
"34733","PF","bell",0,25,"N",0,0,"prelim",2018
"34743","PF","yankton",1,NA,"V",1,0,"prelim",2019
"34753","PF","sweet",0,28,"N",0,0,"prelim",2019
"34763","PF","silver",0,28,"V",1,0,"prelim",2018
"34773","PF","cfc",0,26,"V",0,0,"prelim",2019
"34783","PF","sweet",0,27,"N",0,0,"prelim",2017
"34793","PF","silver",0,25,"V",0,0,"prelim",2021
"34803","PF","silver",0,24,"N",1,0,"prelim",2016
"34815","PF","sweet",1,28.2,"V",0,0,"prelim",2019
"34823","PF","bell",0,29,"N",1,0,"prelim",2017
"34833","PF","harrisburg",0,28,"JV",1,0,"prelim",2022
"34843","PF","harrisburg",NA,NA,"V",1,0,"prelim",2017
"34853","PF","cfc",1,28,"V",1,0,"prelim",2016
"34863","PF","bell",0,28,"V",1,0,"prelim",2017
"34873","PF","cfc",0,28,"V",1,0,"prelim",2018
"34883","PF","silver",1,27,"V",0,0,"prelim",2018
"34893","PF","yankton",1,25,"N",0,0,"prelim",2021
"34903","PF","silver",1,26,"JV",1,0,"prelim",2019
"34913","PF","harrisburg",1,27,"JV",0,0,"prelim",2022
"34923","PF","cfc",0,27,"V",0,0,"prelim",2018
"34933","PF","silver",1,28,"V",1,0,"prelim",2018
"34943","PF","sweet",0,26,"V",0,0,"prelim",2017
"34953","PF","yankton",1,28,"V",1,0,"prelim",2019
"34963","PF","silver",1,26,"JV",1,0,"prelim",2021
"34973","PF","silver",NA,27,"JV",1,0,"prelim",2019
"34983","PF","harrisburg",1,26,"JV",0,0,"prelim",2022
"34993","PF","bell",0,27,"V",1,0,"prelim",2017
"35003","PF","harrisburg",0,26,"V",0,0,"prelim",2016
"35015","PF","harrisburg",1,27,"V",0,0,"prelim",2017
"35023","PF","bell",1,27.5,"N",1,0,"prelim",2020
"35033","PF","cfc",0,26,"N",1,0,"prelim",2016
"35043","PF","silver",1,23,"N",0,0,"prelim",2016
"35053","PF","harrisburg",1,28,"V",0,0,"prelim",2022
"35063","PF","cfc",0,28,"V",1,0,"prelim",2016
"35073","PF","harrisburg",1,29.5,"V",1,0,"prelim",2021
"35083","PF","cfc",1,27,"V",0,0,"prelim",2018
"35093","PF","cfc",1,27,"V",0,0,"prelim",2018
"35103","PF","sweet",1,25,"V",0,0,"prelim",2017
"35115","PF","bell",1,25,"JV",0,0,"prelim",2017
"35123","PF","yankton",1,26,"N",0,0,"prelim",2021
"35133","PF","bell",0,27,"V",0,0,"prelim",2020
"35143","PF","sweet",1,25,"V",1,0,"prelim",2017
"35153","PF","harrisburg",0,28,"V",0,0,"prelim",2019
"35163","PF","yankton",1,27,"V",0,0,"prelim",2022
"35173","PF","harrisburg",0,27,"V",0,0,"prelim",2022
"35183","PF","mcgov",0,26,"N",0,0,"prelim",2018
"35193","PF","harrisburg",1,29.9,"V",1,0,"prelim",2022
"35203","PF","harrisburg",0,28,"V",1,0,"prelim",2020
"35215","PF","silver",1,26,"V",0,0,"prelim",2015
"35223","PF","sweet",1,27,"V",1,0,"prelim",2017
"35233","PF","silver",0,28,"V",1,0,"prelim",2018
"35243","PF","bell",0,26,"JV",1,0,"prelim",2017
"35253","PF","bell",NA,26,"N",1,0,"prelim",2018
"35263","PF","sweet",1,27,"V",1,0,"prelim",2015
"35273","PF","bell",0,28,"N",1,0,"prelim",2018
"35283","PF","bell",1,25,"N",0,0,"prelim",2018
"35293","PF","cfc",0,27,"V",0,0,"prelim",2016
"35303","PF","bell",0,28,"JV",1,0,"prelim",2018
"35313","PF","sweet",0,27,"V",1,0,"prelim",2017
"35323","PF","harrisburg",0,28,"V",1,0,"prelim",2016
"35333","PF","cfc",0,26.5,"N",0,0,"prelim",2021
"35343","PF","sweet",0,28.2,"N",1,0,"prelim",2017
"35353","PF","mcgov",1,29,"JV",1,0,"prelim",2018
"35363","PF","yankton",0,28,"V",1,0,"prelim",2019
"35373","PF","yankton",1,26,"N",0,0,"prelim",2021
"35383","PF","mcgov",0,27,"V",0,0,"prelim",2018
"35393","PF","mcgov",1,28,"N",1,0,"prelim",2018
"35403","PF","silver",0,28,"V",1,0,"prelim",2017
"35413","PF","mcgov",0,27,"N",0,0,"prelim",2018
"35423","PF","sweet",0,26,"V",0,0,"prelim",2015
"35433","PF","yankton",NA,NA,"N",1,0,"prelim",2019
"35443","PF","cfc",0,28,"N",1,0,"prelim",2019
"35453","PF","sweet",0,28.2,"V",1,0,"prelim",2021
"35463","PF","sweet",0,27,"V",1,0,"prelim",2015
"35533","PF","mcgov",1,29,"V",1,1,"prelim",2019
"35543","PF","mcgov",1,26,"N",0,1,"prelim",2019
"35553","PF","silver",1,29,"V",1,1,"prelim",2016
"35563","PF","silver",0,28,"V",1,1,"prelim",2016
"35573","PF","harrisburg",1,28,"N",0,1,"prelim",2016
"35583","PF","fiesta",0,23.1,"N",0,1,"prelim",2021
"35593","PF","harrisburg",1,26,"V",1,1,"prelim",2017
"35603","PF","harrisburg",NA,24,"N",1,1,"prelim",2017
"35613","PF","yankton",0,25.7,"N",0,1,"prelim",2021
"35653","PF","fiesta",1,27.5,"N",0,1,"prelim",2021
"35663","PF","harrisburg",0,25,"V",1,1,"prelim",2017
"35673","PF","yankton",1,27.9,"V",0,1,"prelim",2021
"35683","PF","novice",0,28,"N",1,NA,"prelim",2020
"35953","PF","RAPID CITY STEVENS PENGUIN CLASSIC",1,NA,"V",1,0,"prelim",2021
"36043","PF","yankton",1,NA,"V",1,0,"elim",2019
"36053","PF","harrisburg",0,27,"V",0,0,"prelim",2020
"36063","PF","harrisburg",0,29,"V",1,0,"prelim",2020
"36083","PF","harrisburg",0,28,"V",1,0,"prelim",2020
"36133","PF","yankton",1,27,"V",1,0,"prelim",2019
"36143","PF","yankton",0,28,"V",1,0,"prelim",2019
"36193","PF","cfc",1,NA,"V",0,1,"prelim",2018
"36303","PF","fiesta",1,28,"V",0,1,"prelim",2022
"36313","PF","fiesta",0,28,"V",1,1,"prelim",2022
"36323","PF","novice",NA,27,"N",0,1,"prelim",2021
"36333","PF","novice",NA,29,"N",1,1,"prelim",2021
"36343","PF","novice",0,28,"N",1,1,"prelim",2021
"36415","PF","fiesta",1,27,"N",0,0,"prelim",2022
"36423","PF","bell",1,27,"JV",0,1,"prelim",2015
"36433","PF","cfc",1,29,"V",1,0,"prelim",2019
"36443","PF","harrisburg",1,29,"V",1,0,"prelim",2020
"36453","PF","harrisburg",0,28,"N",0,0,"prelim",2019
"36463","PF","harrisburg",1,29,"V",1,0,"prelim",2020
"36473","PF","cfc",0,27,"N",0,0,"prelim",2019
"36483","PF","harrisburg",0,29,"N",1,0,"prelim",2019
"36493","PF","cfc",1,29,"N",1,0,"prelim",2019
"36503","PF","harrisburg",0,26,"N",0,0,"prelim",2019
"36513","PF","harrisburg",1,28,"V",1,0,"prelim",2020
"36523","PF","novice",0,NA,"N",0,0,"prelim",2020
"36533","PF","cfc",1,27,"N",0,0,"prelim",2017
"36553","PF","novice",1,27,"N",0,0,"prelim",2021
"36563","PF","sweet",0,27.3,"V",1,0,"prelim",2016
"36573","PF","harrisburg",NA,27,"N",0,0,"prelim",2019
"36613","PF","sweet",1,29,"V",1,0,"prelim",2019
"36623","PF","sweet",0,26,"N",0,0,"prelim",2019
"36633","PF","sweet",0,27,"N",0,0,"prelim",2019
"36653","PF","sweet",0,28,"V",0,0,"prelim",2016
"36703","PF","novice",0,30,"N",1,0,"prelim",2021
"36733","PF","sweet",0,27,"V",0,0,"prelim",2016
"36743","PF","sweet",0,29,"V",1,0,"prelim",2016
"36753","PF","sweet",0,29,"V",0,0,"prelim",2016
"36763","PF","sweet",0,28.5,"V",1,0,"prelim",2016
"36783","PF","sweet",0,28.5,"N",0,0,"prelim",2018
"36793","PF","novice",0,28,"N",0,0,"prelim",2021
"36803","PF","sweet",NA,26.9,"N",1,0,"prelim",2021
"36853","PF","harrisburg",0,27,"N",1,0,"prelim",2019
"36863","PF","sweet",0,27.8,"V",0,0,"prelim",2016
"36873","PF","sweet",0,27,"V",0,0,"prelim",2019
"36893","PF","sweet",0,29.1,"V",0,0,"prelim",2021
"36923","PF","harrisburg",0,29,"V",1,0,"prelim",2019
"36943","PF","sweet",0,29,"V",1,0,"prelim",2021
"36953","PF","cfc",1,26,"N",0,0,"prelim",2017
"36963","PF","sweet",1,27,"N",1,0,"prelim",2019
"36973","PF","cfc",0,29,"N",1,0,"prelim",2017
"36983","PF","sweet",0,28.5,"V",1,0,"prelim",2018
"36993","PF","sweet",0,27,"N",0,0,"prelim",2019
"37003","PF","harrisburg",0,21,"N",0,0,"prelim",2019
"37013","PF","novice",NA,NA,"N",1,0,"prelim",2021
"37043","PF","sweet",1,28,"V",0,0,"prelim",2016
"37073","PF","yankton",1,28,"N",1,0,"prelim",2021
"37083","PF","mcgov",0,27,"V",0,0,"prelim",2019
"37103","PF","bell",1,26,"N",0,0,"prelim",2021
"37113","PF","bell",0,26,"V",0,0,"prelim",2018
"37123","PF","mcgov",0,27,"V",1,0,"prelim",2019
"37133","PF","sweet",1,27,"V",1,0,"prelim",2018
"37153","PF","warrior",1,28,"V",1,0,"prelim",2020
"37203","PF","cfc",1,29,"V",1,0,"prelim",2020
"37223","PF","bell",NA,27,"N",1,0,"prelim",2021
"37233","PF","yankton",1,28,"N",0,0,"prelim",2021
"37253","PF","fiesta",0,28,"V",1,0,"prelim",2022
"37263","PF","bell",1,27,"V",0,0,"prelim",2021
"37273","PF","warrior",1,28,"JV",1,0,"prelim",2020
"37283","PF","bell",0,27,"V",1,0,"prelim",2018
"37293","PF","bell",0,27,"V",1,0,"prelim",2018
"37343","PF","mcgov",0,29,"V",1,0,"prelim",2019
"37363","PF","fiesta",0,28,"V",1,0,"prelim",2022
"37373","PF","cfc",NA,NA,"V",0,0,"prelim",2020
"37393","PF","novice",NA,NA,"N",1,0,"prelim",2019
"37443","PF","novice",1,29,"N",1,0,"prelim",2020
"37543","PF","novice",0,27.5,"N",0,0,"prelim",2019
"37563","PF","novice",0,27,"N",0,0,"prelim",2019
"37615","PF","novice",0,28.3,"N",1,0,"prelim",2019
"37623","PF","novice",0,29,"N",0,0,"prelim",2018
"37633","PF","mcgov",1,27,"V",0,0,"prelim",2021
"37643","PF","mcgov",1,30,"N",1,0,"prelim",2021
"37653","PF","yankton",1,24,"N",0,0,"prelim",2021
"37663","PF","mcgov",1,27,"N",1,0,"prelim",2019
"37673","PF","mcgov",0,27,"JV",0,0,"prelim",2019
"37683","PF","mcgov",1,28,"V",0,0,"prelim",2021
"37693","PF","yankton",0,29,"N",1,0,"prelim",2021
"37703","PF","novice",1,27,"N",0,0,"prelim",2019
"37714","PF","novice",1,28.5,"N",0,0,"prelim",2019
"37723","PF","mcgov",1,28,"N",1,0,"prelim",2018
"37733","PF","mcgov",0,27,"V",1,0,"prelim",2021
"37743","PF","silver",1,27,"V",0,0,"prelim",2017
"37753","PF","novice",1,NA,"N",1,0,"prelim",2020
"37763","PF","novice",0,28,"N",0,0,"prelim",2019
"37773","PF","mcgov",1,27,"N",0,0,"prelim",2021
"37783","PF","novice",1,28,"N",0,0,"prelim",2019
"37803","PF","gec",1,NA,"N",0,0,"prelim",2021
"37814","PF","novice",0,27.5,"N",1,0,"prelim",2019
"37823","PF","novice",NA,29.5,"N",0,0,"prelim",2021
"37833","PF","yankton",0,27.5,"JV",1,0,"prelim",2021
"37843","PF","mcgov",NA,NA,"N",0,0,"prelim",2018
"37853","PF","novice",0,26,"N",0,0,"prelim",2020
"37863","PF","mcgov",1,23,"N",0,0,"prelim",2018
"37873","PF","novice",0,24.5,"N",0,0,"prelim",2018
"37893","PF","novice",1,27,"N",0,0,"prelim",2018
"37903","PF","cfc",1,27,"N",1,0,"prelim",2017
"37913","PF","novice",1,27,"N",0,0,"prelim",2018
"37923","PF","novice",0,29,"N",1,0,"prelim",2020
"37933","PF","novice",1,26.5,"N",1,0,"prelim",2018
"37943","PF","mcgov",1,24,"N",0,0,"prelim",2018
"37953","PF","mcgov",0,28,"N",1,0,"prelim",2021
"37963","PF","bell",0,27,"N",0,0,"prelim",2021
"37973","PF","novice",1,NA,"N",0,0,"prelim",2018
"37983","PF","mcgov",1,28,"V",1,0,"prelim",2019
"38013","PF","mcgov",0,27,"N",0,0,"prelim",2021
"38043","PF","mcgov",1,27,"N",1,0,"prelim",2021
"38053","PF","novice",0,28,"N",0,0,"prelim",2019
"38063","PF","cfc",0,26,"N",0,0,"prelim",2017
"38083","PF","bell",0,27,"N",1,0,"prelim",2021
"38093","PF","mcgov",0,24,"N",0,0,"prelim",2018
"38123","PF","novice",1,28.5,"N",1,0,"prelim",2021
"38143","PF","gec",1,NA,"N",1,0,"prelim",2021
"38173","PF","cfc",1,28,"V",0,0,"prelim",2017
"38183","PF","novice",1,27,"N",0,0,"prelim",2018
"38203","PF","novice",1,NA,"N",0,0,"prelim",2021
"38223","PF","novice",NA,NA,"N",1,0,"prelim",2019
"38243","PF","gec",1,NA,"N",1,0,"prelim",2021
"38253","PF","mcgov",0,27,"JV",1,0,"prelim",2016
"38263","PF","mcgov",0,27,"V",1,0,"prelim",2021
"38283","PF","sweet",1,28.3,"V",1,0,"prelim",2017
"38293","PF","novice",0,28,"N",0,0,"prelim",2019
"38303","PF","cfc",0,27,"V",1,0,"prelim",2021
"38313","PF","mcgov",1,23,"N",0,0,"prelim",2019
"38323","PF","novice",NA,NA,"N",0,0,"prelim",2018
"38333","PF","gec",1,NA,"V",1,0,"prelim",2021
"38343","PF","novice",0,27,"N",1,0,"prelim",2019
"38363","PF","yankton",0,28,"JV",0,0,"prelim",2021
"38393","PF","bell",1,28,"N",1,0,"prelim",2021
"38415","PF","novice",0,27,"N",0,0,"prelim",2019
"38423","PF","novice",0,28,"N",0,0,"prelim",2019
"38433","PF","novice",1,28,"N",1,0,"prelim",2019
"38443","PF","novice",1,28,"N",0,0,"prelim",2018
"38453","PF","sweet",1,29.2,"V",1,0,"prelim",2017
"38463","PF","sweet",0,28,"V",0,0,"prelim",2016
"38473","PF","sweet",1,26,"N",1,0,"prelim",2021
"38483","PF","novice",0,28,"N",1,0,"prelim",2018
"38493","PF","bell",1,26,"N",0,0,"prelim",2021
"38503","PF","bell",1,28,"JV",0,0,"prelim",2021
"38513","PF","bell",1,29,"N",0,0,"prelim",2021
"38533","PF","bell",1,28,"N",1,0,"prelim",2020
"38563","PF","gec",0,28.5,"N",1,0,"prelim",2020
"38573","PF","silver",1,27,"N",0,0,"prelim",2016
"38583","PF","harrisburg",1,28,"V",1,0,"prelim",2021
"38603","PF","silver",NA,NA,"JV",0,0,"prelim",2016
"38613","PF","silver",1,NA,"N",1,0,"prelim",2016
"38623","PF","warrior",0,29.5,"V",0,0,"prelim",2020
"38633","PF","warrior",0,28,"V",1,0,"prelim",2020
"38643","PF","silver",NA,30,"N",1,0,"prelim",2016
"38653","PF","gec",1,28.5,"V",1,0,"prelim",2020
"38663","PF","novice",1,30,"N",1,0,"prelim",2021
"38673","PF","silver",0,29,"N",1,0,"prelim",2016
"38723","PF","novice",1,27.5,"N",1,0,"prelim",2020
"38733","PF","warrior",0,27.5,"N",0,0,"prelim",2020
"38743","PF","bell",NA,27,"V",1,0,"prelim",2021
"38753","PF","sweet",0,27,"N",0,0,"prelim",2019
"38763","PF","sweet",1,27,"N",0,0,"prelim",2019
"38773","PF","bell",1,27,"N",1,0,"prelim",2021
"38783","PF","bell",1,28,"JV",0,0,"prelim",2021
"38793","PF","bell",0,27,"N",0,0,"prelim",2021
"38803","PF","gec",1,NA,"N",1,0,"prelim",2021
"38813","PF","gec",1,NA,"N",1,0,"prelim",2021
"38823","PF","gec",1,NA,"N",1,0,"prelim",2021
"38833","PF","gec",1,NA,"N",0,0,"prelim",2021
"38843","PF","mcgov",0,27,"N",0,0,"prelim",2021
"38853","PF","mcgov",0,26,"N",1,0,"prelim",2021
"38863","PF","novice",0,30,"N",1,0,"prelim",2020
"38873","PF","gec",1,28,"N",0,1,"prelim",2020
"38913","PF","gec",0,28,"V",1,1,"prelim",2020
"38963","PF","silver",0,28.5,"V",1,1,"prelim",2021
"38973","PF","gec",1,29,"N",1,1,"prelim",2020
"39003","PF","novice",0,NA,"N",1,1,"prelim",2020
"39023","PF","silver",0,28,"JV",1,1,"prelim",2021
"39053","PF","cfc",0,26,"V",0,1,"prelim",2021
"39093","PF","novice",0,NA,"N",0,1,"prelim",2020
"39143","PF","bell",0,26,"N",0,1,"prelim",2019
"39173","PF","cfc",1,29,"V",0,1,"prelim",2020
"39193","PF","silver",0,29,"JV",1,0,"prelim",2021
"39203","PF","yankton",0,26,"JV",0,0,"prelim",2021
"39215","PF","bell",1,28,"N",1,0,"prelim",2020
"39223","PF","bell",0,29,"N",1,0,"prelim",2020
"39233","PF","novice",1,30,"N",1,0,"prelim",2020
"39243","PF","novice",1,28,"N",1,0,"prelim",2021
"39253","PF","silver",1,27,"JV",0,0,"prelim",2021
"39263","PF","yankton",1,26,"N",0,0,"prelim",2020
"39273","PF","novice",0,NA,"N",0,0,"prelim",2020
"39283","PF","novice",1,29,"N",1,0,"prelim",2020
"39293","PF","yankton",0,25,"JV",0,0,"prelim",2021
"39303","PF","yankton",1,30,"V",1,0,"prelim",2020
"39313","PF","sweet",0,29,"V",1,1,"prelim",2017
"39333","PF","silver",1,28,"V",0,1,"prelim",2018
"39383","PF","silver",1,28,"JV",0,1,"prelim",2016
"39403","PF","silver",0,27,"N",0,1,"prelim",2017
"39413","PF","sweet",1,28,"V",1,1,"prelim",2017
"39433","PF","silver",0,27,"V",0,1,"prelim",2018
"39443","PF","silver",1,30,"V",1,1,"prelim",2018
"39473","PF","silver",1,28,"V",1,1,"prelim",2018
"39483","PF","sweet",1,30,"V",1,1,"prelim",2017
"39503","PF","sweet",0,28,"V",0,1,"prelim",2017
"39513","PF","sweet",0,25,"V",0,1,"prelim",2017
"39533","PF","novice",0,22,"N",0,1,"prelim",2020
"39543","PF","novice",1,27,"N",1,1,"prelim",2018
"39553","PF","novice",1,27,"N",1,1,"prelim",2018
"39563","PF","novice",1,27,"N",0,1,"prelim",2021
"39573","PF","novice",0,27,"N",0,1,"prelim",2021
"39593","PF","gec",0,NA,"JV",1,1,"prelim",2021
"39623","PF","silver",0,29.5,"V",1,1,"prelim",2021
"39643","PF","silver",1,27,"N",0,1,"prelim",2021
"39653","PF","harrisburg",1,28.1,"V",1,1,"prelim",2021
"39723","PF","silver",1,27,"V",1,1,"prelim",2021
"39743","PF","gec",1,30,"V",1,0,"prelim",2020
"39773","PF","gec",1,NA,"N",1,NA,"prelim",2021
"39783","PF","gec",0,NA,"V",0,NA,"prelim",2021
"39793","PF","gec",1,NA,"N",1,NA,"prelim",2021
"39813","PF","gec",0,NA,"JV",0,NA,"prelim",2021
"39823","PF","gec",1,NA,"N",1,NA,"prelim",2021
"39843","PF","silver",0,28,"N",0,NA,"prelim",2020
"39853","PF","silver",1,28,"V",0,NA,"prelim",2020
"39883","PF","novice",0,28,"N",0,0,"prelim",2019
"39893","PF","novice",1,27,"N",0,0,"prelim",2019
"39903","PF","novice",0,27,"N",0,0,"prelim",2019
"39915","PF","novice",0,27,"N",0,0,"prelim",2019
"39923","PF","novice",0,28,"N",0,0,"prelim",2019
"39933","PF","novice",0,26.8,"N",0,0,"prelim",2019
"39943","PF","novice",0,28,"N",1,0,"prelim",2019
"39953","PF","novice",1,28,"N",1,0,"prelim",2019
"39963","PF","novice",0,28,"N",0,0,"prelim",2019
"39973","PF","novice",1,27.5,"N",0,0,"prelim",2019
"39983","PF","novice",0,27.5,"N",0,0,"prelim",2019
"39993","PF","novice",NA,NA,"N",1,0,"prelim",2019
"40043","PF","novice",0,29.5,"N",1,1,"prelim",2019
"40093","PF","novice",0,30,"N",1,1,"prelim",2020
"40113","PF","novice",NA,20,"N",1,1,"prelim",2019
"40133","PF","novice",0,30,"N",0,1,"prelim",2020
"40143","PF","gec",1,NA,"N",1,1,"prelim",2021
"40163","PF","silver",0,29,"JV",0,1,"prelim",2015
