"","event","tournament","gender","pts","division","win","judge_gender","round","year"
"35451","PF","sweet",0,28,"V",0,0,"prelim",2021
"35461","PF","sweet",0,27,"V",0,0,"prelim",2015
"35531","PF","mcgov",0,26,"V",0,1,"prelim",2019
"35541","PF","mcgov",0,28,"N",1,1,"prelim",2019
"35551","PF","silver",1,25,"V",0,1,"prelim",2016
"35561","PF","silver",0,29,"V",0,1,"prelim",2016
"35571","PF","harrisburg",0,28,"N",1,1,"prelim",2016
"35581","PF","fiesta",1,23.3,"N",1,1,"prelim",2021
"35591","PF","harrisburg",0,24,"V",0,1,"prelim",2017
"35601","PF","harrisburg",0,25,"N",0,1,"prelim",2017
"35611","PF","yankton",1,27,"N",1,1,"prelim",2021
"35651","PF","fiesta",NA,NA,"N",1,1,"prelim",2021
"35661","PF","harrisburg",1,24,"V",0,1,"prelim",2017
"35671","PF","yankton",0,27.9,"V",1,1,"prelim",2021
"35681","PF","novice",1,28,"N",0,NA,"prelim",2020
"35951","PF","RAPID CITY STEVENS PENGUIN CLASSIC",1,NA,"V",0,0,"prelim",2021
"36041","PF","yankton",1,NA,"V",0,0,"elim",2019
"36051","PF","harrisburg",1,28,"V",1,0,"prelim",2020
"36061","PF","harrisburg",NA,28,"V",0,0,"prelim",2020
"36081","PF","harrisburg",1,27,"V",0,0,"prelim",2020
"36131","PF","yankton",0,27,"V",0,0,"prelim",2019
"36141","PF","yankton",1,27,"V",0,0,"prelim",2019
"36191","PF","cfc",1,27,"V",1,1,"prelim",2018
"36301","PF","fiesta",0,29,"V",1,1,"prelim",2022
"36311","PF","fiesta",NA,26,"V",0,1,"prelim",2022
"36321","PF","novice",1,28,"N",1,1,"prelim",2021
"36331","PF","novice",1,27.5,"N",0,1,"prelim",2021
"36341","PF","novice",1,27,"N",0,1,"prelim",2021
"36411","PF","fiesta",0,28,"N",1,0,"prelim",2022
"36421","PF","bell",0,28,"JV",1,1,"prelim",2015
"36431","PF","cfc",1,28,"V",0,0,"prelim",2019
"36441","PF","harrisburg",1,29,"V",0,0,"prelim",2020
"36451","PF","harrisburg",1,29,"N",1,0,"prelim",2019
"36461","PF","harrisburg",1,29,"V",0,0,"prelim",2020
"36471","PF","cfc",1,27,"N",1,0,"prelim",2019
"36481","PF","harrisburg",1,26,"N",0,0,"prelim",2019
"36491","PF","cfc",0,28,"N",0,0,"prelim",2019
"36501","PF","harrisburg",NA,NA,"N",1,0,"prelim",2019
"36511","PF","harrisburg",0,28,"V",0,0,"prelim",2020
"36521","PF","novice",1,NA,"N",1,0,"prelim",2020
"36531","PF","cfc",0,29,"N",1,0,"prelim",2017
"36551","PF","novice",1,27,"N",1,0,"prelim",2021
"36561","PF","sweet",0,27.5,"V",0,0,"prelim",2016
"36571","PF","harrisburg",1,28,"N",1,0,"prelim",2019
"36611","PF","sweet",NA,28.3,"V",0,0,"prelim",2019
"36621","PF","sweet",0,28,"N",1,0,"prelim",2019
"36631","PF","sweet",0,28,"N",1,0,"prelim",2019
"36651","PF","sweet",1,28,"V",1,0,"prelim",2016
"36701","PF","novice",NA,NA,"N",0,0,"prelim",2021
"36731","PF","sweet",0,28,"V",1,0,"prelim",2016
"36741","PF","sweet",0,27,"V",0,0,"prelim",2016
"36751","PF","sweet",0,29,"V",1,0,"prelim",2016
"36761","PF","sweet",0,26.9,"V",0,0,"prelim",2016
"36781","PF","sweet",1,29,"N",1,0,"prelim",2018
"36791","PF","novice",1,30,"N",1,0,"prelim",2021
"36801","PF","sweet",1,25.4,"N",0,0,"prelim",2021
"36851","PF","harrisburg",1,23,"N",0,0,"prelim",2019
"36861","PF","sweet",1,29,"V",1,0,"prelim",2016
"36871","PF","sweet",1,28,"V",1,0,"prelim",2019
"36891","PF","sweet",1,29.3,"V",1,0,"prelim",2021
"36921","PF","harrisburg",1,27,"V",0,0,"prelim",2019
"36941","PF","sweet",1,30,"V",0,0,"prelim",2021
"36951","PF","cfc",0,29,"N",1,0,"prelim",2017
"36961","PF","sweet",1,26,"N",0,0,"prelim",2019
"36971","PF","cfc",1,22,"N",0,0,"prelim",2017
"36981","PF","sweet",1,27,"V",0,0,"prelim",2018
"36991","PF","sweet",1,29,"N",1,0,"prelim",2019
"37001","PF","harrisburg",1,22,"N",1,0,"prelim",2019
"37011","PF","novice",0,28,"N",0,0,"prelim",2021
"37041","PF","sweet",1,29,"V",1,0,"prelim",2016
"37071","PF","yankton",1,27,"N",0,0,"prelim",2021
"37081","PF","mcgov",0,28,"V",1,0,"prelim",2019
"37101","PF","bell",1,27,"N",1,0,"prelim",2021
"37111","PF","bell",1,28,"V",1,0,"prelim",2018
"37121","PF","mcgov",NA,NA,"V",0,0,"prelim",2019
"37131","PF","sweet",0,27,"V",0,0,"prelim",2018
"37151","PF","warrior",1,28,"V",0,0,"prelim",2020
"37201","PF","cfc",0,27,"V",0,0,"prelim",2020
"37221","PF","bell",1,24,"N",0,0,"prelim",2021
"37231","PF","yankton",0,28,"N",1,0,"prelim",2021
"37251","PF","fiesta",NA,26,"V",0,0,"prelim",2022
"37261","PF","bell",1,28,"V",1,0,"prelim",2021
"37271","PF","warrior",NA,28,"JV",0,0,"prelim",2020
"37281","PF","bell",0,26,"V",0,0,"prelim",2018
"37291","PF","bell",0,27,"V",0,0,"prelim",2018
"37341","PF","mcgov",0,28,"V",0,0,"prelim",2019
"37361","PF","fiesta",0,28,"V",0,0,"prelim",2022
"37371","PF","cfc",1,28,"V",1,0,"prelim",2020
"37391","PF","novice",0,24,"N",0,0,"prelim",2019
"37441","PF","novice",NA,NA,"N",0,0,"prelim",2020
"37541","PF","novice",0,27.5,"N",1,0,"prelim",2019
"37561","PF","novice",1,27,"N",1,0,"prelim",2019
"37611","PF","novice",0,28,"N",0,0,"prelim",2019
"37621","PF","novice",0,30,"N",1,0,"prelim",2018
"37631","PF","mcgov",1,29,"V",1,0,"prelim",2021
"37641","PF","mcgov",1,25,"N",0,0,"prelim",2021
"37651","PF","yankton",1,28,"N",1,0,"prelim",2021
"37661","PF","mcgov",1,28,"N",0,0,"prelim",2019
"37671","PF","mcgov",1,26,"JV",1,0,"prelim",2019
"37681","PF","mcgov",0,27,"V",1,0,"prelim",2021
"37691","PF","yankton",1,26,"N",0,0,"prelim",2021
"37701","PF","novice",0,29.5,"N",1,0,"prelim",2019
"37711","PF","novice",0,28,"N",1,0,"prelim",2019
"37721","PF","mcgov",1,24,"N",0,0,"prelim",2018
"37731","PF","mcgov",0,28,"V",0,0,"prelim",2021
"37741","PF","silver",0,28,"V",1,0,"prelim",2017
"37751","PF","novice",NA,NA,"N",0,0,"prelim",2020
"37761","PF","novice",0,28.5,"N",1,0,"prelim",2019
"37771","PF","mcgov",1,29,"N",1,0,"prelim",2021
"37781","PF","novice",1,28,"N",1,0,"prelim",2019
"37801","PF","gec",0,NA,"N",1,0,"prelim",2021
"37811","PF","novice",1,27.5,"N",0,0,"prelim",2019
"37821","PF","novice",0,30,"N",1,0,"prelim",2021
"37831","PF","yankton",1,27.5,"JV",0,0,"prelim",2021
"37841","PF","mcgov",NA,26,"N",1,0,"prelim",2018
"37851","PF","novice",0,NA,"N",1,0,"prelim",2020
"37861","PF","mcgov",1,26,"N",1,0,"prelim",2018
"37871","PF","novice",0,28,"N",1,0,"prelim",2018
"37891","PF","novice",0,26,"N",1,0,"prelim",2018
"37901","PF","cfc",0,27,"N",0,0,"prelim",2017
"37911","PF","novice",1,28,"N",1,0,"prelim",2018
"37921","PF","novice",1,25,"N",0,0,"prelim",2020
"37931","PF","novice",1,27.5,"N",0,0,"prelim",2018
"37941","PF","mcgov",0,28,"N",1,0,"prelim",2018
"37951","PF","mcgov",1,28,"N",0,0,"prelim",2021
"37961","PF","bell",0,29,"N",1,0,"prelim",2021
"37971","PF","novice",0,28,"N",1,0,"prelim",2018
"37981","PF","mcgov",0,28,"V",0,0,"prelim",2019
"38011","PF","mcgov",0,26,"N",1,0,"prelim",2021
"38041","PF","mcgov",0,26,"N",0,0,"prelim",2021
"38051","PF","novice",0,29,"N",1,0,"prelim",2019
"38061","PF","cfc",1,28,"N",1,0,"prelim",2017
"38081","PF","bell",1,27,"N",0,0,"prelim",2021
"38091","PF","mcgov",NA,28,"N",1,0,"prelim",2018
"38121","PF","novice",1,26,"N",0,0,"prelim",2021
"38141","PF","gec",0,NA,"N",0,0,"prelim",2021
"38171","PF","cfc",0,28,"V",1,0,"prelim",2017
"38181","PF","novice",1,27,"N",1,0,"prelim",2018
"38201","PF","novice",0,30,"N",1,0,"prelim",2021
"38221","PF","novice",1,27,"N",0,0,"prelim",2019
"38241","PF","gec",1,NA,"N",0,0,"prelim",2021
"38251","PF","mcgov",0,30,"JV",0,0,"prelim",2016
"38261","PF","mcgov",0,26,"V",0,0,"prelim",2021
"38281","PF","sweet",0,28.4,"V",0,0,"prelim",2017
"38291","PF","novice",0,27,"N",1,0,"prelim",2019
"38301","PF","cfc",0,26,"V",0,0,"prelim",2021
"38311","PF","mcgov",1,27,"N",1,0,"prelim",2019
"38321","PF","novice",1,28,"N",1,0,"prelim",2018
"38331","PF","gec",0,NA,"V",0,0,"prelim",2021
"38341","PF","novice",1,27,"N",0,0,"prelim",2019
"38361","PF","yankton",1,28.5,"JV",1,0,"prelim",2021
"38391","PF","bell",0,29,"N",0,0,"prelim",2021
"38411","PF","novice",0,27,"N",1,0,"prelim",2019
"38421","PF","novice",0,29,"N",1,0,"prelim",2019
"38431","PF","novice",1,27,"N",0,0,"prelim",2019
"38441","PF","novice",1,30,"N",1,0,"prelim",2018
"38451","PF","sweet",1,28.4,"V",0,0,"prelim",2017
"38461","PF","sweet",1,28,"V",1,0,"prelim",2016
"38471","PF","sweet",NA,27,"N",0,0,"prelim",2021
"38481","PF","novice",0,26,"N",0,0,"prelim",2018
"38491","PF","bell",0,27,"N",1,0,"prelim",2021
"38501","PF","bell",0,26,"JV",1,0,"prelim",2021
"38511","PF","bell",1,30,"N",1,0,"prelim",2021
"38531","PF","bell",0,27,"N",0,0,"prelim",2020
"38561","PF","gec",0,27,"N",0,0,"prelim",2020
"38571","PF","silver",1,26,"N",1,0,"prelim",2016
"38581","PF","harrisburg",1,27,"V",0,0,"prelim",2021
"38601","PF","silver",1,30,"JV",1,0,"prelim",2016
"38611","PF","silver",NA,27,"N",0,0,"prelim",2016
"38621","PF","warrior",1,29.5,"V",1,0,"prelim",2020
"38631","PF","warrior",1,27.5,"V",0,0,"prelim",2020
"38641","PF","silver",1,26,"N",0,0,"prelim",2016
"38651","PF","gec",1,28,"V",0,0,"prelim",2020
"38661","PF","novice",0,29,"N",0,0,"prelim",2021
"38671","PF","silver",0,27,"N",0,0,"prelim",2016
"38721","PF","novice",0,27,"N",0,0,"prelim",2020
"38731","PF","warrior",0,27,"N",1,0,"prelim",2020
"38741","PF","bell",NA,NA,"V",0,0,"prelim",2021
"38751","PF","sweet",1,26,"N",1,0,"prelim",2019
"38761","PF","sweet",0,30,"N",1,0,"prelim",2019
"38771","PF","bell",1,25,"N",0,0,"prelim",2021
"38781","PF","bell",0,29,"JV",1,0,"prelim",2021
"38791","PF","bell",1,26,"N",1,0,"prelim",2021
"38801","PF","gec",1,NA,"N",0,0,"prelim",2021
"38811","PF","gec",1,NA,"N",0,0,"prelim",2021
"38821","PF","gec",1,NA,"N",0,0,"prelim",2021
"38831","PF","gec",0,NA,"N",1,0,"prelim",2021
"38841","PF","mcgov",1,23,"N",1,0,"prelim",2021
"38851","PF","mcgov",1,26,"N",0,0,"prelim",2021
"38861","PF","novice",0,29,"N",0,0,"prelim",2020
"38871","PF","gec",1,29,"N",1,1,"prelim",2020
"38911","PF","gec",1,26,"V",0,1,"prelim",2020
"38961","PF","silver",1,28,"V",0,1,"prelim",2021
"38971","PF","gec",1,28,"N",0,1,"prelim",2020
"39001","PF","novice",0,NA,"N",0,1,"prelim",2020
"39021","PF","silver",1,27,"JV",0,1,"prelim",2021
"39051","PF","cfc",0,28,"V",1,1,"prelim",2021
"39091","PF","novice",1,NA,"N",1,1,"prelim",2020
"39141","PF","bell",1,28,"N",1,1,"prelim",2019
"39171","PF","cfc",1,30,"V",1,1,"prelim",2020
"39191","PF","silver",1,27,"JV",0,0,"prelim",2021
"39201","PF","yankton",1,28,"JV",1,0,"prelim",2021
"39211","PF","bell",0,26,"N",0,0,"prelim",2020
"39221","PF","bell",0,27,"N",0,0,"prelim",2020
"39231","PF","novice",1,27,"N",0,0,"prelim",2020
"39241","PF","novice",1,27,"N",0,0,"prelim",2021
"39251","PF","silver",0,28,"JV",1,0,"prelim",2021
"39261","PF","yankton",1,28,"N",1,0,"prelim",2020
"39271","PF","novice",0,NA,"N",1,0,"prelim",2020
"39281","PF","novice",NA,27,"N",0,0,"prelim",2020
"39291","PF","yankton",1,27,"JV",1,0,"prelim",2021
"39301","PF","yankton",0,29,"V",0,0,"prelim",2020
"39311","PF","sweet",1,28,"V",0,1,"prelim",2017
"39331","PF","silver",0,29,"V",1,1,"prelim",2018
"39381","PF","silver",1,29,"JV",1,1,"prelim",2016
"39401","PF","silver",0,28,"N",1,1,"prelim",2017
"39411","PF","sweet",1,27,"V",0,1,"prelim",2017
"39431","PF","silver",1,28,"V",1,1,"prelim",2018
"39441","PF","silver",0,30,"V",0,1,"prelim",2018
"39471","PF","silver",1,28,"V",0,1,"prelim",2018
"39481","PF","sweet",0,28,"V",0,1,"prelim",2017
"39501","PF","sweet",0,28,"V",1,1,"prelim",2017
"39511","PF","sweet",1,28,"V",1,1,"prelim",2017
"39531","PF","novice",0,26,"N",1,1,"prelim",2020
"39541","PF","novice",0,26,"N",0,1,"prelim",2018
"39551","PF","novice",0,27,"N",0,1,"prelim",2018
"39561","PF","novice",0,27,"N",1,1,"prelim",2021
"39571","PF","novice",0,26,"N",1,1,"prelim",2021
"39591","PF","gec",1,NA,"JV",0,1,"prelim",2021
"39621","PF","silver",1,27,"V",0,1,"prelim",2021
"39641","PF","silver",1,28,"N",1,1,"prelim",2021
"39651","PF","harrisburg",0,27,"V",0,1,"prelim",2021
"39721","PF","silver",0,27,"V",0,1,"prelim",2021
"39741","PF","gec",NA,29.5,"V",0,0,"prelim",2020
"39771","PF","gec",1,NA,"N",0,NA,"prelim",2021
"39781","PF","gec",0,NA,"V",1,NA,"prelim",2021
"39791","PF","gec",1,NA,"N",0,NA,"prelim",2021
"39811","PF","gec",0,NA,"JV",1,NA,"prelim",2021
"39821","PF","gec",0,NA,"N",0,NA,"prelim",2021
"39841","PF","silver",NA,30,"N",1,NA,"prelim",2020
"39851","PF","silver",1,29,"V",1,NA,"prelim",2020
"39881","PF","novice",1,28,"N",1,0,"prelim",2019
"39891","PF","novice",0,27.5,"N",1,0,"prelim",2019
"39901","PF","novice",1,29,"N",1,0,"prelim",2019
"39911","PF","novice",NA,NA,"N",1,0,"prelim",2019
"39921","PF","novice",0,28,"N",1,0,"prelim",2019
"39931","PF","novice",1,27.5,"N",1,0,"prelim",2019
"39941","PF","novice",1,28,"N",0,0,"prelim",2019
"39951","PF","novice",0,27,"N",0,0,"prelim",2019
"39961","PF","novice",0,28,"N",1,0,"prelim",2019
"39971","PF","novice",0,28.5,"N",1,0,"prelim",2019
"39981","PF","novice",0,28,"N",1,0,"prelim",2019
"39991","PF","novice",0,28,"N",0,0,"prelim",2019
"40041","PF","novice",0,20,"N",0,1,"prelim",2019
"40091","PF","novice",1,29,"N",0,1,"prelim",2020
"40111","PF","novice",0,27,"N",0,1,"prelim",2019
"40131","PF","novice",1,28,"N",1,1,"prelim",2020
"40141","PF","gec",1,NA,"N",0,1,"prelim",2021
"40161","PF","silver",0,30,"JV",1,1,"prelim",2015
"40171","PF","silver",1,30,"JV",1,1,"prelim",2015
"40231","PF","novice",0,29,"N",1,1,"prelim",2020
"40241","PF","novice",1,25,"N",0,1,"prelim",2020
"40251","PF","novice",0,29,"N",1,1,"prelim",2020
"40261","PF","mcgov",1,28,"N",0,0,"prelim",2021
"40271","PF","mcgov",0,27,"JV",1,0,"prelim",2021
"40281","PF","mcgov",NA,29,"V",1,0,"prelim",2021
"40291","PF","mcgov",1,26,"N",0,0,"prelim",2021
"40301","PF","novice",1,NA,"N",1,1,"prelim",2021
"40311","PF","warrior",NA,NA,"N",1,1,"prelim",2020
"40321","PF","novice",NA,NA,"N",1,1,"prelim",2020
"40341","PF","novice",1,27,"N",1,1,"prelim",2021
"40351","PF","silver",1,27,"JV",0,1,"prelim",2021
"40361","PF","novice",1,26,"N",1,1,"prelim",2021
"40381","PF","novice",0,NA,"N",0,1,"prelim",2020
"40391","PF","gec",1,28.5,"JV",1,1,"prelim",2020
"40411","PF","yankton",1,28,"N",1,1,"prelim",2021
"40421","PF","novice",1,29,"N",1,1,"prelim",2020
"40431","PF","novice",0,24,"N",0,1,"prelim",2020
"40441","PF","bell",0,27,"V",1,1,"prelim",2021
"40451","PF","bell",0,27,"JV",1,1,"prelim",2021
"40461","PF","novice",1,29,"N",1,1,"prelim",2021
"40471","PF","bell",1,27,"V",1,1,"prelim",2021
"40481","PF","harrisburg",1,28,"V",1,1,"prelim",2021
"40491","PF","novice",1,27,"N",0,1,"prelim",2021
"40501","PF","yankton",0,28,"V",1,1,"prelim",2021
"40511","PF","novice",1,28,"N",1,1,"prelim",2021
"40531","PF","harrisburg",0,28,"N",0,1,"prelim",2021
"40551","PF","novice",0,28,"N",1,1,"prelim",2020
"40561","PF","gec",1,25,"N",0,1,"prelim",2020
"40571","PF","warrior",1,27,"JV",0,1,"prelim",2020
"40581","PF","fiesta",1,27,"N",1,1,"prelim",2021
"40591","PF","bell",0,28,"N",1,1,"prelim",2021
"40601","PF","silver",0,28,"N",0,1,"prelim",2021
"40611","PF","cfc",0,27,"V",0,1,"prelim",2016
"40651","PF","cfc",1,26,"N",0,1,"prelim",2016
"40671","PF","cfc",0,28,"N",1,1,"prelim",2016
"40701","PF","bell",0,28,"N",1,1,"prelim",2018
"40711","PF","bell",1,28,"N",1,1,"prelim",2018
"40721","PF","bell",NA,29,"N",1,1,"prelim",2018
"40731","PF","mcgov",0,25,"N",0,1,"prelim",2021
"40741","PF","mcgov",1,28,"N",1,1,"prelim",2021
"40751","PF","mcgov",0,27,"V",0,1,"prelim",2021
"40761","PF","mcgov",NA,NA,"JV",1,1,"prelim",2021
"40771","PF","bell",1,28,"N",1,1,"prelim",2018
"40781","PF","bell",0,27,"N",0,1,"prelim",2018
"40811","PF","bell",0,27,"N",0,1,"prelim",2019
"40821","PF","harrisburg",0,28,"N",1,NA,"prelim",2017
"40831","PF","harrisburg",0,30,"N",1,NA,"prelim",2017
"40841","PF","harrisburg",0,27,"N",0,NA,"prelim",2017
"40851","PF","novice",1,24,"N",0,1,"prelim",2016
"40861","PF","novice",0,25,"N",0,1,"prelim",2017
"40871","PF","novice",0,26,"N",0,1,"prelim",2017
"40881","PF","novice",1,27,"N",0,1,"prelim",2016
"40891","PF","novice",1,25,"N",0,1,"prelim",2017
"40901","PF","novice",1,28,"N",1,1,"prelim",2017
"40911","PF","novice",1,28,"N",1,1,"prelim",2016
"40921","PF","novice",1,27,"N",1,1,"prelim",2017
"40931","PF","gec",1,NA,"N",0,1,"prelim",2021
"40941","PF","gec",1,NA,"N",0,1,"prelim",2021
"40951","PF","gec",1,NA,"N",1,1,"prelim",2021
"40961","PF","sweet",0,28,"N",0,1,"prelim",2016
"40971","PF","sweet",0,NA,"V",1,1,"prelim",2016
"40981","PF","sweet",1,29,"V",0,1,"prelim",2016
"40991","PF","sweet",0,28,"V",1,1,"prelim",2016
"41001","PF","sweet",0,29,"V",0,1,"prelim",2016
"41011","PF","sweet",0,25,"V",0,1,"prelim",2016
"41031","PF","novice",0,27,"N",0,1,"prelim",2019
"41041","PF","novice",0,28,"N",1,1,"prelim",2019
"41051","PF","silver",0,29,"V",1,1,"prelim",2019
"41061","PF","bell",0,29,"JV",1,1,"prelim",2021
"41071","PF","yankton",1,29,"V",0,1,"prelim",2022
"41101","PF","novice",1,29,"N",1,1,"prelim",2019
"41111","PF","novice",1,29,"N",1,1,"prelim",2019
"41121","PF","silver",0,29,"V",1,1,"prelim",2019
"41131","PF","novice",1,29,"N",1,1,"prelim",2019
"41141","PF","gec",1,NA,"N",1,1,"prelim",2021
"41161","PF","yankton",0,28,"V",0,1,"prelim",2022
"41181","PF","silver",1,29.5,"N",1,1,"prelim",2018
"41191","PF","novice",1,26,"N",1,1,"prelim",2019
"41211","PF","novice",1,NA,"N",1,1,"prelim",2020
"41231","PF","yankton",0,27.5,"V",0,1,"prelim",2022
"41251","PF","bell",NA,NA,"JV",1,1,"prelim",2021
"41261","PF","silver",1,27,"N",0,1,"prelim",2018
"41291","PF","bell",1,30,"JV",0,1,"prelim",2021
"41311","PF","silver",0,29.5,"V",1,1,"prelim",2018
"41321","PF","novice",0,NA,"N",1,1,"prelim",2019
"41331","PF","novice",0,27,"N",1,1,"prelim",2019
"41351","PF","silver",0,29.5,"V",1,1,"prelim",2019
"41371","PF","novice",0,28,"N",1,1,"prelim",2018
"41391","PF","sweet",1,29.8,"V",1,1,"prelim",2016
"41401","PF","sweet",1,29.5,"V",1,1,"prelim",2016
"41411","PF","sweet",0,30,"V",1,1,"prelim",2016
"41421","PF","sweet",1,29.2,"V",1,1,"prelim",2016
"41431","PF","sweet",0,29,"V",1,1,"prelim",2016
"41441","PF","yankton",1,30,"JV",1,1,"prelim",2021
"41451","PF","bell",0,27,"N",0,1,"prelim",2021
"41461","PF","sweet",0,27,"V",0,1,"prelim",2021
"41471","PF","gec",0,NA,"JV",0,1,"prelim",2021
"41481","PF","harrisburg",0,29,"V",1,1,"prelim",2020
"41491","PF","gec",1,NA,"N",1,1,"prelim",2021
"41501","PF","harrisburg",1,28,"JV",0,1,"prelim",2022
"41511","PF","harrisburg",NA,29,"V",0,1,"prelim",2022
"41521","PF","novice",0,28,"N",1,1,"prelim",2021
"41531","PF","harrisburg",NA,28,"N",1,1,"prelim",2020
"41541","PF","silver",1,27,"N",1,1,"prelim",2022
"41551","PF","cfc",1,26,"N",0,1,"prelim",2020
"41561","PF","yankton",0,28,"JV",0,1,"prelim",2021
"41571","PF","bell",1,27,"N",1,1,"prelim",2021
"41581","PF","cfc",0,28,"N",1,1,"prelim",2019
"41591","PF","cfc",0,29,"V",1,1,"prelim",2022
"41601","PF","fiesta",1,29,"N",1,1,"prelim",2021
"41611","PF","harrisburg",NA,28,"V",0,1,"prelim",2022
"41621","PF","sweet",1,27,"N",0,1,"prelim",2019
"41631","PF","mcgov",0,27,"JV",0,1,"prelim",2021
"41641","PF","cfc",0,28,"V",0,1,"prelim",2021
"41651","PF","mcgov",1,29,"JV",1,1,"prelim",2021
"41661","PF","sweet",0,28,"N",1,1,"prelim",2019
"41671","PF","mcgov",NA,27,"N",0,1,"prelim",2021
"41681","PF","cfc",1,29,"N",1,1,"prelim",2019
"41691","PF","sweet",0,27,"JV",0,1,"prelim",2021
"41701","PF","jeff",0,28,"V",1,1,"prelim",2021
"41711","PF","cfc",0,27,"V",0,1,"prelim",2019
"41721","PF","harrisburg",1,29,"V",0,1,"prelim",2020
"41731","PF","silver",0,28,"N",0,1,"prelim",2022
"41741","PF","bell",0,26.5,"N",0,1,"prelim",2020
"41751","PF","novice",1,28,"N",0,1,"prelim",2020
"41761","PF","jeff",1,28,"N",1,1,"prelim",2021
"41771","PF","fiesta",1,29,"N",0,1,"prelim",2021
"41781","PF","mcgov",0,29,"V",1,1,"prelim",2019
"41791","PF","bell",0,28,"V",0,1,"prelim",2021
"41801","PF","cfc",1,27,"N",0,1,"prelim",2021
"41811","PF","gec",1,NA,"JV",1,1,"prelim",2021
"41821","PF","silver",1,28,"N",0,1,"prelim",2022
"41831","PF","bell",0,30,"V",0,1,"prelim",2021
"41841","PF","sweet",1,27,"N",1,1,"prelim",2019
"41851","PF","warrior",1,29,"JV",1,1,"prelim",2020
"41861","PF","yankton",NA,29,"V",1,1,"prelim",2022
"41871","PF","mcgov",1,28,"N",1,1,"prelim",2019
"41881","PF","yankton",0,28,"N",0,1,"prelim",2021
"41891","PF","jeff",0,28,"V",1,1,"prelim",2021
"41901","PF","sweet",NA,28,"N",0,1,"prelim",2019
"41911","PF","cfc",NA,28,"N",0,1,"prelim",2021
"41921","PF","harrisburg",0,28,"V",1,1,"prelim",2022
"41931","PF","novice",0,28,"N",1,1,"prelim",2021
"41941","PF","gec",NA,NA,"V",1,1,"prelim",2021
"41951","PF","sweet",0,27,"N",1,1,"prelim",2021
"41981","PF","silver",1,30,"N",0,1,"prelim",2016
"41991","PF","mcgov",1,27,"V",0,1,"prelim",2021
"42011","PF","silver",1,28,"N",1,1,"prelim",2016
"42041","PF","harrisburg",1,30,"V",1,1,"prelim",2022
"42081","PF","sweet",0,NA,"N",1,1,"prelim",2019
"42101","PF","silver",0,30,"N",1,1,"prelim",2016
"42121","PF","mcgov",0,26,"JV",0,1,"prelim",2021
"42141","PF","mcgov",1,25,"N",1,1,"prelim",2021
"42151","PF","gec",1,29,"V",1,1,"prelim",2020
"42161","PF","yankton",1,NA,"N",0,1,"elim",2019
"42171","PF","silver",1,27,"V",0,1,"prelim",2015
"42181","PF","yankton",1,28.5,"N",1,1,"prelim",2019
"42201","PF","yankton",0,27.5,"N",0,1,"prelim",2019
"42211","PF","harrisburg",NA,28,"V",1,1,"prelim",2022
"42221","PF","harrisburg",0,28,"N",0,1,"prelim",2019
"42231","PF","novice",0,29,"N",1,1,"prelim",2020
"42261","PF","silver",0,30,"N",1,1,"prelim",2015
"42301","PF","harrisburg",0,28,"N",0,1,"prelim",2019
"42311","PF","silver",0,27,"N",0,1,"prelim",2021
"42321","PF","harrisburg",0,28,"JV",1,1,"prelim",2022
"42331","PF","harrisburg",0,29,"N",1,1,"prelim",2019
"42421","PF","silver",1,28,"N",0,1,"prelim",2015
"42451","PF","silver",1,28,"V",1,1,"prelim",2018
"42471","PF","warrior",1,29,"V",1,1,"prelim",2020
"42481","PF","silver",1,27,"JV",1,1,"prelim",2018
"42491","PF","bell",1,27,"N",0,1,"prelim",2015
"42521","PF","bell",0,27,"JV",1,1,"prelim",2017
"42541","PF","cfc",1,28,"V",1,1,"prelim",2018
"42561","PF","silver",0,28,"V",0,1,"prelim",2016
"42581","PF","bell",0,30,"V",0,1,"prelim",2015
"42591","PF","sweet",1,26,"JV",0,1,"prelim",2021
"42601","PF","gec",1,28,"N",1,1,"prelim",2020
"42611","PF","silver",0,27,"V",0,1,"prelim",2021
"42641","PF","cfc",0,28,"V",1,1,"prelim",2018
"42651","PF","silver",1,30,"JV",0,1,"prelim",2015
"42661","PF","bell",0,26,"V",0,1,"prelim",2017
"42701","PF","cfc",NA,27,"V",0,1,"prelim",2019
"42711","PF","sweet",1,28.5,"V",0,1,"prelim",2017
"42721","PF","sweet",1,28,"JV",1,1,"prelim",2021
"42731","PF","silver",1,27,"N",1,1,"prelim",2018
"42741","PF","cfc",NA,NA,"N",0,1,"prelim",2018
"42751","PF","silver",0,27,"V",1,1,"prelim",2018
"42761","PF","sweet",1,27,"N",0,1,"prelim",2015
"42771","PF","sweet",0,27,"V",1,1,"prelim",2017
"42791","PF","sweet",1,27,"N",1,1,"prelim",2015
"42811","PF","sweet",0,27,"V",0,1,"prelim",2021
"42831","PF","sweet",1,29,"V",1,1,"prelim",2017
"42851","PF","sweet",0,28.5,"V",1,1,"prelim",2017
"42881","PF","sweet",0,28.5,"V",0,1,"prelim",2017
"42891","PF","cfc",1,30,"V",1,1,"prelim",2019
"42901","PF","warrior",1,29,"V",1,1,"prelim",2020
"42921","PF","cfc",0,28,"V",0,1,"prelim",2018
"42931","PF","sweet",0,29,"N",1,1,"prelim",2015
"42941","PF","warrior",1,27,"JV",1,1,"prelim",2020
"42951","PF","sweet",1,27,"N",0,1,"prelim",2015
